luc_class,region,rock_type,soil,slope,erosion,vegetation
estu,SI,estu,estu,estu,estu,estu
6e 8,MARL,Al/Gw,41aH,E    +C,1Sh,P 2 m 1 p 3 m11
8e 7,SHW,Ac,BRock,G,4G 3Sh2Ss,m 1 p 2
4s 1,WLN,Al,1c,A,1Sb,P 1 n 8
6e 6,WKO,Gw',KwH,E,2Sh1Ss,P 1
7e10,NLD,Wb,BRock,B    +C,1W,M 8 m 1 h 3 n 6
6e19,NLD,Ar+Ar',HKH,E,2Sh1G,M 1 m 8
4e 1,WKO,Mo,57,D,0,P 1
4s 5,MARL,Al,Sb4,B,1W,P 1 m 7
8e 5,SI,St2,65a,F,3Da Sc,N 5
6e19,MARL,Gw,51,F    +E,2Sh1G,P 2 h 7 p 3 m10 m11
3e 3,WKO,Mo,83,C    +B,0,P 1
7e24,MARL,Gw,57a,G    +F,2Sh1Sc1G,P 3 M 2
town,TMU,town,town,town,town,town
3w 1,MARL,Lo/Al,Br,A,0,P 1
7e21,MARL,Al,53,C    +B,2W 2Sh,P 3 m 5 p 5
2s 2,SI,Al,33b,A,0,P 1 L 1
6e 5,SI,In,SxH,E    +F,1Sh,M 8 m 4 p 1
7e 2,TMU,Mj,TkS,F,1Ss2Ef,P 2
7e 3,SI,St1,41,F,0,N 4 n 5
6e 9,NLD,Gw,MRuH,E,1Ss,N 6 n3a
6s 2,BOP,Kt/Mo/Vo,ToiH,D    +E,1Sh,M 6 n3a
3s 8+4s 2,SI,Al,1,A,2Sb,P 1 p 2 m 8
6e12,GEC,Mb,@NZSC,E,1Ss,refer gecveg
6e19,MARL,Gw,51 H,E    +C,1Sh,P 3 m10 m11
6e 1,WKO,Mo/Vo,60 H,E,1Ss,P 1
6s 1,GEC,Al,@NZSC,A,0,refer gecveg
8e 5,SHW,Gw,RkS,G,2Sc2Da1Ss,M 6 m 5 n3a
8e 8,SI,Gw,57c,F,4Da Sh,P 3 p 4
8e 5,NHB,Mo/Gw,KwS,G,2Sc1Da,N4a n4b m 1
6e19,MARL,Gw,51,F,1Sh1Sc,H 7 p 2 m10 m11
4e 7,TMU,Lp+Mo,Rc1,D    +C,0,P 1 p 2 m 6
6e 7,SI,Al+Ss,54jH,F    +D,2Sh G  Es,P 3
8s 1,SI,Al/St2+Gs,66cH,D    +C,1Sb,N 4 M 6
2s 2,SI,Al,9d,A,0,P 1
3w 1,NLD,Al,WU,A    +B',0,P 1 m 1 n3a
6e27,SI,Al,50b,B    +C,1Sh,M 4
8e 8,SI,St2,57d,F,3Sh Sc,P 3
5c 1,TMU,Mo/La,70H,E,0,P 1 m 6
6e17,MARL,Gw,57a,F,1Sh,H 7 m11 p 3
6s 7,SI,Al,GM1,B    +C,1W,P 2 M 8 p 3 m 7
4e 1,COR,Mo/Vo,WT,C /D,0,P 1
rive,SI,rive,rive,rive,rive,rive
estu,NLD,estu,estu,estu,estu,M12
7e23,GEC,Mb,@NZSC,G,2Rs1Ss,refer gecveg
4e 4,TMU,Mm+Al,Mt,C,0,P 2cn 5
6e22,SI,St2,10,F    +E,1Sh,P 3 p 2 m11 m10
2s 3,SI,Lo+Al,21,A,0,P 1 l
8e 9,NHB,Mo/Gw,US,F,3Sh3W 1Sc,P 4 m 5
6e 8,TMU,Mm,WnH,D    +E,1Ss,P 2
4s 9,SI,Al,1a,A    +B,1W,P 1 p 2
6e12,MARL,Gw,24,F,1Sh1Sc,P 3 m 2 p 2 m 4 m 1
2e 5,WKO,Mj+Mm,45,B,0,P 1
6s 1,TMU,(Mo)/Sm,WHv,D    +E,0,P 2
6e13,WKO,Gw,WnS,F,1Da,N 5 n3a
6s 7,SI,Al,96,A,1Sb,P 1 p 2
7e25,MARL,Gw,57,F,2Sc1G,P 3 h 4 p 4 m 2
7c 1,MARL,Al/Gw,53bH,D,1Sh,P 3 m 5
8e 9,SI,(Al)/Gw,57,F,4Sc Sh,P 4 h 4
8e10,TMU,Ng/Mo,4,B',5W 5Sh,m 5 p 3
8e 3,BOP,Mo/Vo,126,G,1Ss,cN 5
lake,WKO,lake,lake,lake,lake,lake
4e 5,NLD,Ar+Li,AP,C    +D,1Sh,P 1
8e 7,SI,In+Ar,67,E    +F,2Sh,P 4 p 5 m 5
2w 3,WKO,Us,Wt,A,0,P 1
6e 2,MARL,Ls,74a,E    +F,1Sh,P 3 m 2 p 2 m 1
8e 7,MARL,Gw,51,F    +G,5Sc3Sh2Da,p 2 m10
6e 3,MARL,Vo+Tb,76cH,F,1Su1Ss,M 1 p 3 m 6
7e20,MARL,Gw,51,F,2Sh2Sc,p 4 m11 p 3 m 5
6e17,MARL,Gw,57aH,E    +F,1Sh,H 7 m11 p 3
3s 5,TMU,La,Pat-Sk,A    +B,1Sb,P 2 H 2 m 9
4e 2,NHB,Mo/Sm,48,C    +B,0,P 1
3e 8,SI,Lo/Ss,6,C    +B,1Sh W  Ss,P 1 l 1
7e20,MARL,Gw,51,F,1Sh1G,P 3 m11 p 4 h 7 m 5
6e19,MARL,Gw,51,F,1Sh1G,P 2 p 3 m10 m11
6c 1,SI,St1,55a,C,1W  Sh,P 3 p 2
4s 9,SI,Al,D1,A,1W,P 2 p 1 h 2
6s 2,TMU,Mo/Sm,Tam,D,0,P 2 h 2 m 1
6e25,SI,Al,46aH,D,1Sh,P 1 p 2 m 4
4c 3,SI,Al,43c,A,1Sb,P 1 l 3
4e 5,GEC,Kt/Mo/Sm,@NZSC,C    +D,0,refer gecveg
6e17,MARL,Gw,57a,F,1Sh1Sc,M11 p 3 m 1 p 2
2w 3,WKO,Al,98c,A,0,P 1 l 1
7c 2,SI,Ls,44cH,E,1Sh,N 4
6e12,MARL,Gw,24,F    +G,1Sh1G,P 2 M 4 p 3 m11 m10
6e 6,NHB,Sb,GiH,E,1Ss,P 1 m 1
3e 2,TMU,Mo,68,B',0,P 1
7s 4,MARL,Al,49a,A,2W,H 7 p 3
4e 4,BOP,Mo/Vo,18,C,0,P 1
2c 1+3s 2,TMU,Al+Gr,Ks,A    +B,0,P 1
6c 2,MARL,Al/Gw,53,D,2W,H 7 p 3
8e 9,SI,Al/Gw,58,E,5Sc,-
2s 2,SI,Al,31,A,0,P 1 L 1
3w 3,GEC,Al,@NZSC,A,0,refer gecveg
6e22,SI,(Lo)/Gw,24aH,E,1Sh Ss,P 2 p 3 m11
8e 1,NLD,Wb,BRock,C    +B,5W,p 6
8e 3,TMU,La,BRock,G,1Ss,H 3 p 2
4e 2,NLD,Vo+(Sm),YO,C    +D,1Sh,P 1 m 1
7w 1,NLD,Al,WFm,A,0,H 1 n 7
4w 1,NLD,Al,MF,A,1Sb,P 1 h 2 m 1
6e 5,BOP,Mo/Vo,NrH,E    +F,0,M 6 n3a
3e13,SI,Al,4d,B,1W,P 2 p 1
8e 9,MARL,Gw,57a,F    +G,2Sh1Sc2G,M 1
6e 8,MARL,Gw,41a,F,1Sh,P 3 p 2 m11
6e19,MARL,Al/Gw,51,E,1Sh,P 3 h 7 m10 m11
2e 1,TMU,Mo,66,B    +A,0,P 1 l 1
6e17,GEC,Sb,@NZSC,F,1Ss,refer gecveg
6e16,MARL,(Lo)/Ms+(Lo)/Ss,16eH,D    +E,1Sh1W,P 1
8e 5,NHB,Gw,US,G,1Ss,M 6 m 1 n4a
3s 3,TMU,La,Wir,B    +A,0,P 1
6e12,TMU,Us,RaH,E    +F,1Ss1Sh,P 2
7e25,SI,Gn,66 H,E,1Sh,N3a n 5
4e 6,NLD,Mj+Sm',YK,D    +C,1Ef1G 1T,P 1
8c 2,SI,ice,ice,ice,ice,ice
6e29,SI,St2,57e,F,1Sh Ss,P 3 p 4
6s 2,SHW,Sm,32cH,D,1Ss,P 1 m 1
6e 4,WKO,Mo/Vo,59aH,E,0,P 1 m 6
6e 1,NLD,Mm+Mj,MA,D    +C,1G,P 1 m 8 m 6
6w 1,WKO,Tp,Ws,A,0,N 8 h 1
4w 4,NLD,Mx,YK,C    +B,0,P 1 h 2
6e11,BOP,(Mo)/Vo,AS,E,0,N3a
8e 9,SI,Gw,82b,F,4Sc G,p 4 m 5
6e22,MARL,(Al)/Gw,50aH,C    +D,1Sh,P 2 h 7
3s 1,SHW,Lo/Gr,23A,B,0,P 1
6e10,COR,(Mo)/Vu',18H,F,1Ss,M 1 n 2
6e12,MARL,Gw,24,F    +E,1Sh,P 2 m 4 m11
3s 5,TMU,La,Pe-Oi,A,0,P 1 h 2
4s 2,SI,Al,99b,B,0,N3a n 4 p 2
4e16,SI,Al,52,B,1W,P 2 p 3 l 3
6s 5,SI,Wb,70b,B,0,H 3 p 6
4s 2,SI,Al,91,A,1Sb,H 1 m 6 n 7
6c 1,TMU,Mo/Mm,On,D    +E,0,P 1 m 1
4e12+6e26,SI,Al,48,B    +C,2W,P 3 p 2 l
3s 3,NHB,Al,Gi,A    +B,0,P 1 P 2
6e10,TMU,Mo/Mm,WHv,E    +F,1Ss1G,P 2 m 1
4e 6,MARL,Lo/Cw,25,D    +C,1W,P 1 l 3
7s 1,SI,Al,99d,B,1D,N 4 n3a
7e25,SI,Gn,66c,E,1Sh,N 4
4s 2,SI,Al,91,A,1Sb,M 8 m 6 h 1 n 7
8e 2,WKO,Gw+Ar,121d,G,1Da1Ss,N3a
3e 6+6e 6,TMU,Mo,Lo1,B    +E,0,P 1
4e 6,TMU,Mo/La,65,C    +D,0,P 1 l 4
2s 3,TMU,Mo/La,Kui,B,0,P 1
7e24,SI,St2,A,F,2Sh Sc,H 7
3w 1,NLD,Us,KM,A    +B,0,P 1
3s 4+4s 6,SI,Al,E1,A,1W,P 2 p 1
8e 9,MARL,Gw,57,D    +E,4Sc2Sh,h 4 p 3
3e11,SI,Al,4d,B    +C,1W,P 1 p 2
4s15,SI,Al,PL,B,1W,P 2 p 3 h 7
8e 2,SI,St1,41,G,3Sh Ss,M
8e 7,MARL,Gw,51,F    +G,3Sc2G 2Sh,P 3 m10 m11
3e 4,BOP,Mo/Us,19,B,1Sh,N 6 P 2
6e13,SHW,Ar,28 H,E    +D,1W,M 1 m 6 p 2
6e17,WKO,Gw,EG,F,1Da,cN3a m 6
5w 2,SI,Pt/Al,90d,A,1W,H 1
4e 1,WKO,Mo,60,C    +D,0,P 2 m 1
2c 3,TMU,Mo,66,A,0,P 1
4e 1,WKO,Mo,59c,D,0,P 1
7e21,SI,(Al)/St2,57e,F,1Sh Sc G,P 4 m 3 h 4
4e12,SI,Al,48,B,1W,P 2 P 3
7e25,SI,Gn,46cH,D    +E,1Sh,SN 4 M 6 n3a
7e 1,WKO,(Mo)/Li+Sm,113a,F,1Ss,cN3a m 4 p 2
8e 9,MARL,Gw,57a,G,2Sh2Da,M 1
6s 1,MARL,Al/Gw,27e,B,1W,P 3 m 4 p 2 m11
7e26,SI,St2,57,F    +G,2Sc Sh,P 4
2s 1,TMU,Al,7c,A,0,P 1
6e 1,WKO,Mo/Gw+Sm,62dH,E    +D,1Sh,P 1 p 2
6e 5,BOP,Mo/Vo,NoH,E,1Sh,P 1cn 5
3w 1,WKO,Al,2,A,0,P 1 n 7
6s 4,SI,Al,5,A,0,N3a n 4
3e10,SI,(Lo)/Ss+Ms,38,B    +C,0,P 1
4s 4,NLD,Gw'+Us,HKr,A    +B,0,P 1
6e 8,WKO,Mo/Sm,TmH,E    +F,0,N3a
7e24,SI,(Al)/Gw,5a,F,4W  Sc,p 2 p 3 m11
7e 1,NLD,Vo,BMH,F    +E,0,M 1 n 1 p 2
6e 5,BOP,Mo/Vo,19 H,E,1Sh,P 1
8c 2,SI,ice,ice,ice,ice,ice
6e 4,GEC,Ac,@NZSC,D,0,refer gecveg
8e 9,GEC,Ac,@NZSC,G,5G,refer gecveg
4s 1,BOP,Ta/Tp,23b,B    +C,0,P 1
6e24,BOP,Tp,Yp,B',1Sb,P 2
2w 1,TMU,Al,M,A,0,P 1 l 3
6e 9,SHW,Sm,29fH,E    +C,1T 1Ss,P 2 p 1
6s 3,SHW,Lo/Gw,13bH,E    +D,0,P 1
4e 3,WKO,Gw',DG,D,0,P 1
3e 1,WKO,Mo,57,B    +C,0,P 1
6w 1,NLD,Al,WFm,A,1Sb,P 1 h 2 n 7
6s 4+7e15,TMU,Wb,H,A    +D,3W,P 6
8e 9,SI,Al,57,E,5Sc,p 4
7e 2,EBP,Gw,124a,F    +G,2Ss1Sh,M 1 p 2
3w 1,NHB,Al,Ki,A,0,P 1 h 2
3s 2,GEC,Kt/Mo,@NZSC,A    +B,1G,refer gecveg
3e 4,GEC,Kt/Mj,@NZSC,C    +B,0,refer gecveg
3e 7,BOP,Kt/Mo,2a,B    +C,0,P 1
6s 6,SI,Lo/Al,60b,B    +C,0,cN3a
estu,NLD,estu,estu,estu,estu,M12
2w 1,SI,Al,98e,A,0,P 1
7e 9,SI,Gw,47b,F,1Ss,M 8 m 4
6e12,MARL,Lo/Gw,24,E    +D,1Sh,P 1
6e 3,WKO,(Mo)/Mj+Sm,RoH,D    +E,0,P 1cN3a
lake,SI,lake,lake,lake,lake,lake
6e20,TMU,Kt/Mo/Mj,MprH,D    +E,0,M 6
3c 3,SI,Al,W5,A,1W,P 2 p 1
6s 7,SI,Al,LU6,B,2W,P 2
7e21,SI,Al/St2,57d,E    +F,1Es Su,P 4 m 3
4s 9+3e11,SI,Al,1b,A    +B,1W,P 1 p 2 h 2 l 3
6w 1,WKO,Al,2c,A,0,H 1 n 8
4e 4,WKO,Vo+Sc,Ao,D,0,P 1
4s 9,SI,Al,2a,B,1W,P 2
6e11,SI,Ar,42,F,1Sh Sc,M 4 m 1 m 8
6e 8,MARL,Gw,41aH,E    +D,1Sh1D,P 3 M 2 p 2 m 1
3e 3,WKO,Mo,83b,C,0,P 1
6e 5,MARL,Gw,30eH,F,1Sh,M 4 P 2
7e21,SI,St2,57d,F,2Su Sh,P 4 p 3
6e11,SHW,Gw,33,E,1Sc1Ss,P 2 m 6
6s 3,SI,Al,99d,C,1Sb,N 4
8e11,SI,Gn,100,G,2Sc,-
6e 2,WKO,Mo/Us,83,D    +E,1Sh,P 1
2w 2,WKO,Pt+Al,108a,A,0,P 1 l 1
2s 1,WKO,Us,48b,A,0,P 1
7e11,SI,Cw,45bH,F,1G,N 4 n3a
6e 2,SI,(Lo)/Ss,30 H,E,1Sh,P 1 p 2 p 3 m11
3w 4,SI,Al+Pt,86c,A    +B,1W,P 1 H 2 p 5
6e 5,SI,(Lo)/Vo,28H,E    +D,1Sh,N3a P 2
7w 1,SI,Al,87,A    +B,0,H 2
8e 9,SI,Gw+St2,57,F,3Sh Sc,P 4 m 5
4s 9,SI,Al,1a,B,1W,P 1 p 2
2w 3,WKO,Us+Al,Wh,A,0,P 1
6e15,MARL,Gw,17b,E,1Sh,N 6
2w 2,WKO,Us+Pt,105a,A,0,P 1 l 1 l 4
8e11,SI,Gw,BRock,G,2Sc,h 4
rive,NHB,rive,rive,rive,rive,rive
3w 1,NHB,Al,26,A,0,P 1
7e22,SI,Cg+Ss,62bH,E,1Sh,M 1
4s 6,SI,Al,17cz,A    +C,0,P 1
3e 1,WKO,Mo,59,C,0,P 1
7e 4,GEC,Mm,@NZSC,F,2Ss,refer gecveg
7e13,MARL,Cw+Ms,22eH,F    +G,1Sh1Ss,P 2 m 1
2e 1,WKO,Mo/Vo,On,B,1Sh,L 4
1w 1,WKO,Mo,Ph,A,0,P 1
6e11,SHW,Gw,35bH,E    +F,1Ss,P 2 m 1
8e 5,WLN,Gw,Tx,G,2Da1Sh1W 1Sc,P 4 m 5
4s 1,SHW,Gr,1c,A,0,P 1
6w 1,WKO,Tp,Ws,A,0,N 8 h 1
6w 1,WKO,Pt,Wo,A,0,M 1 h 1
6e 1,WKO,Mo/Us,59aH,E,1Sh,P 1 m 8
6e 9,WKO,Mo/Sm',63bH,E    +D,0,P 1 p 2 m 4
6e 3,SI,Ss+Ls,38bH,E,1Sh,P 2 M 6 m 1 m 4
7e 8,SI,Ls+Ss,38bH,E,1Sh,N3a
4e 2,WKO,(Mo)/Sm,46c,D    +C,0,P 1
6e21,SI,Cg+Ss,62bH,E,1Sh,N3a
6s 3,SI,Al,99c,B,1Sb,N 4
4c 3,SI,Al,99c,A    +B,1Sb,N3a p 2 h 1
6s 6,SI,Al,59b,B,0,H 6 m 1
7e25,SI,Gn,66 H,E,1Sh,N3a n 4
8e11,SI,Gw,BRock,G,3Sc,h 4
2w 3,WKO,Us+Pt,pt48b,A,0,P 1
6e16,NLD,Vo'+Vo,YPH,E    +F,0,N 2
6e 7,NLD,Sm,YC,D    +E,1Ss1Sh1T,P 1 h 2 n 7
3s 4,NLD,Us,HO,B    +A,1W,P 1 p 2
2s 2,SI,Al,31,A,0,P 1 l 1 l 3
8e 3,SI,Gw+Ar,66cH,E,1Sh,SN 4 m 5 p 4
6e29,SI,Gw,57aH,E /F,2Sh,P 3 m 1
7e 1,SHW,Mj,29 H,E,3Ef,P 2 h 2
7s 2,SI,Al,95a,A',1D,M 1 m 7 m 8 p 2
4s 2,SI,Al,91,A,1Sb,P 2 h 2 n3a
7e10,SI,St2,55 H,D',1Sh W,P 4 p 3
3e15,SI,(Lo)/Cw+Ss,53d,C    +B,1W  Sh,P 1 p 5
3e15,SI,Cw+Ss,53d,B    +C,1Sh,P 1 l 3
8e 5,SI,Gs+St2+Ma,66c,G,2Ss Da,M 6 m 4Sn 4
7e21,SI,St2,57d,F    +G,2Sh G  Sc,P 4 m 5
lake,SI,lake,lake,lake,lake,lake
6e28,SI,Al,85 H,D    +E,1Sh,P 2 p 5 m11
7s 6,SI,Pt,87,A,0,H 1 m 8
6e12,SHW,Ac,28cH,E,2Ef1Ss,P 2 h 2
8e 5,SI,Gs+St2,66c,G,2Da,N 4 n3a m 6
4s 9,SI,Al,ML,A,1W,P 1 p 2 h 2
4s13,SI,Al/Ss+Ms,44a,B    +A,0,P 1 p 2 p 5
6e13,MARL,Gw,17a,F    +E,1Sh1Ss,P 3 m11 m 1
7e12,MARL,Gw,57g,F,2Sh,M 1
7e20,MARL,Gw,51,F    +E,2Sh1G,P 2 p 3 h 7 m10 m11
6e19,MARL,Gw,51,F,2Sh,P 3 m 5
7e12,SI,Gw,10a,F,3Sh Sc,P 3 p 2 m10 m11
6e12,SHW,Ac,28cH,E,1Ss,N 6 p 2
6c 2,WLN,(Lo)/Gw,KoH,D    +C,0,P 2
6e13,SHW,Li,113c,E,2Sh,P 2 m 1
6e14,MARL,(Lo)/Cw,15dH,E,1Sh1T,P 1 n 6 p 2
6e14,MARL,Lo/Cw,15dH,E,2T 1Ss1Sh,P 2 n 6
4s 2,SI,Al,99b,A,2Sb,P 1 p 2 m 4 n 4
6s 7,SI,Al,CD2,B,1W,P 2 p 3 h 2 m11
6e12,MARL,Gw,24,E    +F,1Sh,P 2 m11
8e 3,SI,Gn,66,F,1Ss Sh,N 4 n3a
estu,SI,estu,estu,estu,estu,estu
6s10,SI,Al,Tu,A,1W,n 6
8w 2,SI,Wb,92,A,0,H 1
2e 2,MARL,Lo/Al,Sv1,A,1W,P 1 l 1
3c 2,SI,Al+Wb,99c,A    +B,1Sb,P 1 p 2 h 2
5s 4,SI,Wb,70b,B,0,P 1 p 2 m 6 n 5
6e18,SI,Ms+Ss+Cw,65fH,D,1Ss,N3a n 4 m 6
6e29,SI,Al/Gw,57bH,E,1Sh G,P 3 m11
6s 6,SI,(Cw)/Ms+Ss,59b,C',1Ss,N3a m 6
8e 3,SI,Ss+Ms,65f,G,2Ss Sh,M 6
6e12,MARL,Gw,24,E,1Sh,P 2
7e22,SI,Ms+Ss,65fH,E    +F,1Su Ss,N3a m 6
3e 3,WKO,Mo,82,C,0,P 1
7s 1,SHW,Gr+Wb,1c,B    +C,1D 1G,P 2 m 2
4e 4,GEC,Kt/Mo/Mm,@NZSC,C    +D,1T,refer gecveg
6e 7,GEC,Kt/Sb,@NZSC,D    +E,0,refer gecveg
6e16,MARL,Ms,16dH,E,1Sh1Ss,P 1
8e 7,SI,Ss+Ms,65f,F,2Sh Ss,P 3 p 4 m 5
8e 5,SI,Gn,66,F    +G,3Ss,N 4
6e17,GEC,Sb,@NZSC,F,0,refer gecveg
rive,SI,rive,rive,rive,rive,rive
6e12,SHW,Ac,28cH,E,0,N4acn3a
8e 3+7e22,SI,Ss,42c,F,1Ss Sh,N 4
6e 8,MARL,Gw,41a,F,1Sh,P 2 p 3 m 4 m 1 m 2
6e 8,MARL,Gw,41a,F,1Sh1Ss,P 2 p 3 m 4
6e12,MARL,Gw,24,E    +F,1Sh,P 2 m 1 p 3 m 4
6e 8,MARL,Gw,41aH,E    +D,1W,P 2 p 3 m 4
6s11,SI,Al,99,A,1W,P 2 M11 p 1
6e 8,MARL,Gw,41a,E    +F,1Sh,P 2 M 4 p 3
7e24,MARL,Gw,57a,F,1Sh1Ss1Da,M 1 n 4
7e 2,WKO,Gw+Ar,121d,F,2Sh1Ss1Sc,P 2 m 6 m 4
6e 5+4e 4,MARL,(Lo)/Gw,25,D    +E,1Sh,P 1
6e 8,MARL,Gw,41a,F,1Sh,M 4 m 6
3s 8,MARL,(Lo)/Al/Ms,20c,A,1W,P 1 l 3 l 1
6e 8,MARL,Gw,41a,F,1Sh,M 1 m 6 p 2
7e24,MARL,Gw,57a,F    +G,1Sh1Sc,N4a m 1
4e 1,WKO,Mo,58,D    +C,0,P 2
6e 6,MARL,Cw+Ls,31aH,E,1Sh1Ss,P 2 m 1 p 3
7e 8,SI,Ls+Gw,74,F,3Sh Ss,P 3 m10
7e24,MARL,Gw,57a,F,1Ss1Da1Sh,M 1 n 4
quar,MARL,quar,quar,quar,quar,quar
8e 9,SI,Al/Gw,57,F,5Sc,-
6e 8,MARL,Gw,41a,F,1Sh,M 4 p 2 m11
lake,SI,lake,lake,lake,lake,lake
6e 8,MARL,Gw,41a,F,1Sh,P 2 p 3 m11 m 4
6e24,BOP,Tp,Pw,B',1Sh,P 2
6e 8,MARL,Gw,41a,E,1Sh,P 2 M 4 p 3 m 1
6e15,SI,Lo/Vo,28eH,F,1Ss G,P
6e 8,MARL,Gw,41a,F,1Sh1Ss1Sc,P 2 M 4 p 3
4e 5,NLD,Sm',YC,C    +D,0,P 1 n3a
6e 8,MARL,Gw,41a,F,1Sh,P 2 p 3 m 1
3w 1,NLD,Al,MF,A,0,P 1
4s 2,MARL,Al,92,A,1W,P 2 H 5
8e 3,SI,Gw,65d,F,3Ss,N 4 n3a
8e11,MARL,Gw,57,G    +F,2Da2G 2Sc,M 1 m 5 p 3
8e 8,SI,Gw,57a,F    +G,3Da Sc G,M 1 m 3 p 3 n 5
6e12,MARL,Gw,24,F,1Sh,M 4 p 2 m 1
6e 6,MARL,Cw+Ms,31aH,F    +E,1Sh,P 2 p 3 m 7 m 1
6e23,MARL,Hs+In,30eH,F,1Sc,P 3 p 2 m10 m11
6e17,MARL,Gw,57a,F,1Sh1Ss,P 2 p 3 m 1
7e24,MARL,Gw,57a,F,2Sh2Ss1G,P 3 M 1 m 5
7e13,SI,Al,46 H,F,1Sh,P 2 m 4
6e 6,MARL,Cw+Ms,31aH,E,1Sh,M 7
6e16,MARL,Lo/Al/Ms,16eH,D,1Sh1W,P 1 p 2
6e12,MARL,Gw,24,F,1Sh,M 4 p 2 m 1 m11 p 3
3s10,SI,Al,43c,A,1Sb,M 4 P 2 n 4 n3a
7e14,MARL,Gw,24,F    +G,1Sh1Ss,M 4 p 3 m 2 m11 p 2
6e13,MARL,Gw,17a,E,1Sh,P 2 m11 p 3
6e 8,MARL,Gw,41a,F,2G 2Sh1Sc,M 1 p 2
6e12,MARL,Gw,24,F,1Sh1Sc,P 3 M 4 p 2 m11
2s 1,SI,Lo/Hs,36c,A,0,P 1 p 5 h 2
lake,SI,lake,lake,lake,lake,lake
6e 8,MARL,Gw,41a,F,2Sh1Ss,P 3 m11 p 2
rive,SI,rive,rive,rive,rive,rive
8e11,MARL,Gw,57,F    +G,4Sc2Sh2G,p 3 m 5 n4b
6c 1,MARL,Al/Gw,50a,C,1W,P 2 m11 p 3
4e 2,SHW,Lo/Mj,28,D,0,P 1
6e27,SI,Lo/Al,53,D,1Sh,P 3 p 2
6e 7,SHW,Mj,29H,E,2Ef,P 2 h 2
7e24,MARL,Gw,57a,F,1Sh,P 3 m 1 p 2 h 4 m 2
8e11,MARL,Gw,57,F,4Sc2Sh,p 3 m 5 n4b
4e 3,SI,Lo/Hs,36a,D,1Sh,P 1
2s 3,TMU,Mo/La,Wr,A    +B,0,P 1
7e13,GEC,Vo,@NZSC,F    +G,1Ss,refer gecveg
7e24,MARL,Gw,57a,F,1Sh1Ss,P 3 M 2 p 2 h 4
6s 3,SHW,Gw,35cH,E /F,0,M 4 m 1
7e24,MARL,Gw,57a,F    +E,2Sh1Sc1Da,P 3 m 5
6e 1,NHB,Mo/Mb,Tu,D,1Ss,P 1
7e 5,SHW,Gw,124S,F /G,1Sh1Sc,P 2 m 4
4c 1,SI,Al,45a,B,0,N 4
8e 9,SI,Al/Gw,10a,E,5G  Sc,p 3
7e11,SHW,Ar+Sb,120a,F,1Ss,M 1 p 2
6e 6+7e 6,MARL,Cw+Ms,31aH,F,1G 1Sh,M 1 p 2 p 3
6s 5,MARL,Al,50a,D,1D,P 3 M11
6e25,SI,Al,46 H,C    +E,0,P 1 p 2 m 4
8e11,MARL,Gw,57,F,4Sc,P 3 h 4
8e11,MARL,Gw,57,E    +F,1Sc1Da1Sh,P 4
7c 2,MARL,Gw,55b,C    +E,1W 1Sh,P 3 p 2
6e12,MARL,Gw,24,F    +E,1Sh,P 3 m11 p 2
3s 6,MARL,Al/Ms,14c,B,1W,P 1 m 4 p 2
6e17,MARL,Gw,57a,F,2Sh1Ss,M 1 p 3
4s 9,MARL,Al,53b,A,0,N4b
7e25,MARL,Gw,57,F,2Sc1Sh,P 3 p 4 m 5
6e12,MARL,Gw,24,F    +E,1Sh,P 3 m 2 p 2
7e20,MARL,Gw+In,51,G    +F,1Sc1G,p 3 m 2 m10 m 4
7e20,MARL,Gw,51,F    +G,2Sh1G 1Da,P 2 h 7 m10 m11
4s10,MARL,Al,99,A,2Sb1D,P 2 m11
4e 2,MARL,Lo/Al/Ms,25,C,1Sh,P 1
8e13,MARL,Gw,100,G    +F,4Sc,p 4 h 4
6e20,MARL,Gw,53b,D,1Sh,M 1 p 2
8e 8,SI,St1,57g,F    +G,1Sh Ss,N 4
6e16+7e17,MARL,Lo/Ms,16eH,E,3T 1Sh,P 2 p 3
4s 3,MARL,Al,Om3,A,1W,P 1 p 2 m 7
6e 4,MARL,Ls,71aH,F,1Ss,P 2 p 3
4e 6,MARL,Al/Ms+Al/Ss,22dH,D,1W,P 1 l 3
8e11,MARL,Gw,BRock,G    +F,4Sc1G,h 4
4e 2,SHW,Lo/Gw,41a,C,0,P 1
4e 6,BOP,Kt/Mo,2c,C,0,P 1 l 3
6e16,SI,Cw,MpH,D',1Sh,M 8 p 1
7e24,MARL,Gw,57a,F,2Sc2G 2Sh,P 3 m 2 h 4 m 1
8e 9,MARL,Gw,57a,F,5G 2Sc,p 3 m 2
6e 6,MARL,Cw+Ms,31aH,F,1Sh1Ss,P 2 m 1 p 3
rive,MARL,rive,rive,rive,rive,rive
6e 5,MARL,Gw,30eH,F    +E,1Ss1Sh,P 2 m 4 p 3
6e12,MARL,Gw,24,F    +E,1G 1Sh,P 2 m 4 p 3
6e 5,MARL,Gw,30eH,F,1Sh,M 4 P 2 m 6
6e 5,MARL,Gw,30eH,E,1Ss1Sh,P 2 h 2
6e13,MARL,Hs+Ls,17a,F,2Ss1T,P 3 M 1 p 2 m 2
6e 9,COR,(Mo)/Vo',13H,E,2Sh,N 6 m 1
4s 9+6s 7,SI,Al,6c,A    +B,1W,P 2 p 1 m11
8e 7,SI,Gs,66c,G    +F,2Da Sh,M 5
